temperature_2m,relative_humidity_2m,wind_speed_10m,precipitation,snowfall,visibility,dew_point_2m,DATE,HOUR
-14.9,27,4.95,0.0,0.0,,-29.7,07/01/2014,8
-14.9,28,4.57,0.0,0.0,,-29.5,07/01/2014,9
-14.1,28,5.16,0.0,0.0,,-28.8,07/01/2014,10
-13.1,27,5.14,0.0,0.0,,-28.4,07/01/2014,11
-11.9,25,5.69,0.0,0.0,,-27.9,07/01/2014,12
-10.7,24,5.41,0.0,0.0,,-27.5,07/01/2014,13
-9.5,23,5.51,0.0,0.0,,-27.1,07/01/2014,14
-8.7,22,5.26,0.0,0.0,,-26.8,07/01/2014,15
-8.2,21,4.81,0.0,0.0,,-26.6,07/01/2014,16
-8.0,21,4.34,0.0,0.0,,-26.6,07/01/2014,17
-8.4,21,2.66,0.0,0.0,,-26.8,07/01/2014,18
-8.8,23,1.58,0.0,0.0,,-26.0,07/01/2014,19
-9.1,25,1.75,0.0,0.0,,-25.7,07/01/2014,20
-9.4,26,1.03,0.0,0.0,,-25.6,07/01/2014,21
-9.6,26,1.21,0.0,0.0,,-25.5,07/01/2014,22
-9.8,27,1.36,0.0,0.0,,-25.3,07/01/2014,23
-9.9,28,1.56,0.0,0.0,,-25.1,08/01/2014,0
-10.1,29,1.53,0.0,0.0,,-24.8,08/01/2014,1
-10.1,29,1.48,0.0,0.0,,-24.7,08/01/2014,2
-10.4,32,1.62,0.0,0.0,,-23.9,08/01/2014,3
-10.4,32,1.63,0.0,0.0,,-24.0,08/01/2014,4
-10.5,32,1.32,0.0,0.0,,-23.9,08/01/2014,5
-10.5,33,1.12,0.0,0.0,,-23.6,08/01/2014,6
-10.4,34,1.0,0.0,0.0,,-23.3,08/01/2014,7
-10.4,35,0.22,0.0,0.0,,-23.0,08/01/2014,8
-10.2,36,0.14,0.0,0.0,,-22.6,08/01/2014,9
-8.7,29,0.42,0.0,0.0,,-23.7,08/01/2014,10
-6.6,25,1.0,0.0,0.0,,-23.3,08/01/2014,11
-4.8,24,1.3,0.0,0.0,,-22.5,08/01/2014,12
-3.1,23,1.98,0.0,0.0,,-21.5,08/01/2014,13
-1.9,23,2.34,0.0,0.0,,-20.3,08/01/2014,14
-1.1,23,2.26,0.0,0.0,,-19.4,08/01/2014,15
-0.8,25,1.91,0.0,0.0,,-18.5,08/01/2014,16
-0.9,27,1.84,0.0,0.0,,-17.8,08/01/2014,17
-2.0,33,1.24,0.0,0.0,,-16.3,08/01/2014,18
-2.9,36,1.13,0.0,0.0,,-15.7,08/01/2014,19
-3.5,40,1.22,0.0,0.0,,-15.2,08/01/2014,20
-4.1,44,1.64,0.0,0.0,,-14.6,08/01/2014,21
-4.6,47,1.84,0.0,0.0,,-14.1,08/01/2014,22
-4.6,49,1.72,0.0,0.0,,-13.6,08/01/2014,23
-3.0,45,1.58,0.0,0.0,,-13.2,09/01/2014,0
-2.7,46,1.28,0.0,0.0,,-12.7,09/01/2014,1
-2.5,47,1.17,0.0,0.0,,-12.2,09/01/2014,2
-2.5,48,0.51,0.0,0.0,,-12.1,09/01/2014,3
-3.9,54,1.02,0.0,0.0,,-11.8,09/01/2014,4
-4.4,55,1.71,0.0,0.0,,-12.1,09/01/2014,5
-4.3,52,2.3,0.0,0.0,,-12.8,09/01/2014,6
-4.2,48,2.12,0.0,0.0,,-13.6,09/01/2014,7
-4.3,46,2.28,0.0,0.0,,-14.3,09/01/2014,8
-4.2,45,2.33,0.0,0.0,,-14.4,09/01/2014,9
-1.7,40,2.34,0.0,0.0,,-13.6,09/01/2014,10
0.0,40,2.56,0.0,0.0,,-12.0,09/01/2014,11
1.3,41,2.47,0.0,0.0,,-10.5,09/01/2014,12
2.4,40,2.12,0.0,0.0,,-9.8,09/01/2014,13
3.1,40,1.9,0.0,0.0,,-9.3,09/01/2014,14
3.3,41,2.04,0.0,0.0,,-8.8,09/01/2014,15
3.1,42,2.31,0.0,0.0,,-8.5,09/01/2014,16
2.1,47,2.28,0.0,0.0,,-8.0,09/01/2014,17
0.1,56,1.8,0.0,0.0,,-7.6,09/01/2014,18
-1.3,62,2.33,0.0,0.0,,-7.6,09/01/2014,19
-2.0,66,2.33,0.0,0.0,,-7.6,09/01/2014,20
-3.0,71,1.96,0.0,0.0,,-7.5,09/01/2014,21
-3.7,77,2.09,0.0,0.0,,-7.2,09/01/2014,22
-3.1,76,2.24,0.0,0.0,,-6.6,09/01/2014,23
-2.4,76,2.51,0.0,0.0,,-6.1,10/01/2014,0
-2.2,79,2.02,0.0,0.0,,-5.4,10/01/2014,1
-2.0,81,1.52,0.0,0.0,,-4.8,10/01/2014,2
-1.3,77,1.1,0.0,0.0,,-4.8,10/01/2014,3
-1.6,80,1.2,0.0,0.0,,-4.5,10/01/2014,4
-1.9,84,1.4,0.0,0.0,,-4.2,10/01/2014,5
-1.5,84,1.7,0.0,0.0,,-3.8,10/01/2014,6
-0.9,83,0.41,0.2,0.0,,-3.4,10/01/2014,7
-0.6,89,0.9,0.6,0.0,,-2.2,10/01/2014,8
-0.2,94,1.4,0.9,0.0,,-1.1,10/01/2014,9
0.3,95,0.86,1.1,0.0,,-0.5,10/01/2014,10
0.9,94,0.92,1.3,0.0,,0.1,10/01/2014,11
1.4,95,1.04,0.8,0.0,,0.6,10/01/2014,12
2.1,94,1.03,0.4,0.0,,1.2,10/01/2014,13
2.5,94,1.08,0.1,0.0,,1.6,10/01/2014,14
2.4,95,1.06,0.2,0.0,,1.7,10/01/2014,15
2.3,96,1.36,0.5,0.0,,1.8,10/01/2014,16
2.0,98,1.46,0.6,0.0,,1.7,10/01/2014,17
1.8,98,1.26,0.6,0.0,,1.5,10/01/2014,18
1.6,99,1.3,0.1,0.0,,1.4,10/01/2014,19
1.7,98,1.43,0.2,0.0,,1.5,10/01/2014,20
1.9,98,1.2,1.4,0.0,,1.6,10/01/2014,21
2.0,98,1.61,1.7,0.0,,1.7,10/01/2014,22
2.1,98,1.4,1.1,0.0,,1.8,10/01/2014,23
2.4,98,1.33,0.7,0.0,,2.1,11/01/2014,0
2.9,98,1.79,0.4,0.0,,2.6,11/01/2014,1
3.3,99,1.84,0.4,0.0,,3.1,11/01/2014,2
2.8,100,2.15,0.0,0.0,,2.7,11/01/2014,3
3.2,100,2.2,1.0,0.0,,3.2,11/01/2014,4
3.6,99,2.41,0.7,0.0,,3.5,11/01/2014,5
4.0,100,2.06,0.0,0.0,,3.9,11/01/2014,6
4.7,100,2.51,0.0,0.0,,4.7,11/01/2014,7
5.9,100,2.55,0.0,0.0,,5.8,11/01/2014,8
7.4,100,3.03,0.0,0.0,,7.3,11/01/2014,9
9.9,99,3.41,0.0,0.0,,9.8,11/01/2014,10
12.7,99,3.96,0.0,0.0,,12.6,11/01/2014,11
14.4,98,4.9,0.1,0.0,,14.1,11/01/2014,12
15.1,98,5.7,0.4,0.0,,14.8,11/01/2014,13
15.5,97,4.97,1.0,0.0,,15.0,11/01/2014,14
14.6,97,4.68,2.3,0.0,,14.1,11/01/2014,15
13.6,97,4.66,2.8,0.0,,13.2,11/01/2014,16
12.6,94,4.6,1.1,0.0,,11.7,11/01/2014,17
11.7,91,3.41,0.8,0.0,,10.2,11/01/2014,18
10.8,89,4.26,0.5,0.0,,9.1,11/01/2014,19
10.0,91,4.84,0.0,0.0,,8.6,11/01/2014,20
9.6,93,4.96,0.0,0.0,,8.5,11/01/2014,21
9.0,95,4.67,0.0,0.0,,8.2,11/01/2014,22
8.1,96,4.51,0.0,0.0,,7.6,11/01/2014,23
7.3,94,4.37,0.0,0.0,,6.4,12/01/2014,0
5.8,90,4.56,0.0,0.0,,4.3,12/01/2014,1
4.1,89,5.05,0.0,0.0,,2.4,12/01/2014,2
4.7,91,5.3,0.0,0.0,,3.3,12/01/2014,3
3.6,90,5.44,0.0,0.0,,2.1,12/01/2014,4
2.8,87,5.36,0.0,0.0,,0.9,12/01/2014,5
2.2,85,4.97,0.0,0.0,,-0.1,12/01/2014,6
1.7,83,3.53,0.0,0.0,,-1.0,12/01/2014,7
1.1,81,3.35,0.0,0.0,,-1.8,12/01/2014,8
0.8,81,3.79,0.0,0.0,,-2.1,12/01/2014,9
2.6,77,3.54,0.0,0.0,,-1.1,12/01/2014,10
4.4,67,3.22,0.0,0.0,,-1.2,12/01/2014,11
5.7,60,5.37,0.0,0.0,,-1.4,12/01/2014,12
7.0,53,5.14,0.0,0.0,,-1.8,12/01/2014,13
8.1,49,4.94,0.0,0.0,,-1.9,12/01/2014,14
9.4,49,4.59,0.0,0.0,,-0.6,12/01/2014,15
9.7,49,4.66,0.0,0.0,,-0.6,12/01/2014,16
9.1,52,3.13,0.0,0.0,,-0.3,12/01/2014,17
7.0,58,2.62,0.0,0.0,,-0.6,12/01/2014,18
5.1,65,2.76,0.0,0.0,,-0.9,12/01/2014,19
3.5,71,2.69,0.0,0.0,,-1.2,12/01/2014,20
2.0,78,2.28,0.0,0.0,,-1.4,12/01/2014,21
1.5,79,1.41,0.0,0.0,,-1.8,12/01/2014,22
2.5,73,0.57,0.0,0.0,,-1.9,12/01/2014,23
2.1,75,1.58,0.0,0.0,,-1.9,13/01/2014,0
1.8,76,2.11,0.0,0.0,,-1.9,13/01/2014,1
-0.9,86,2.08,0.0,0.0,,-2.9,13/01/2014,2
-1.5,90,1.93,0.0,0.0,,-2.9,13/01/2014,3
-1.7,92,2.02,0.0,0.0,,-2.9,13/01/2014,4
-1.6,91,2.2,0.0,0.0,,-2.9,13/01/2014,5
-1.5,90,2.1,0.0,0.0,,-2.9,13/01/2014,6
-1.3,90,2.52,0.0,0.0,,-2.7,13/01/2014,7
-1.0,90,2.62,0.0,0.0,,-2.4,13/01/2014,8
-0.3,90,3.04,0.0,0.0,,-1.8,13/01/2014,9
2.7,82,3.62,0.0,0.0,,-0.0,13/01/2014,10
5.9,71,3.51,0.0,0.0,,1.1,13/01/2014,11
7.4,67,3.79,0.0,0.0,,1.7,13/01/2014,12
9.1,63,4.27,0.0,0.0,,2.3,13/01/2014,13
10.6,59,4.3,0.0,0.0,,3.0,13/01/2014,14
12.5,58,4.24,0.0,0.0,,4.4,13/01/2014,15
12.8,58,3.41,0.0,0.0,,4.8,13/01/2014,16
11.9,61,3.0,0.0,0.0,,4.7,13/01/2014,17
10.3,66,3.22,0.0,0.0,,4.2,13/01/2014,18
8.9,71,3.31,0.0,0.0,,3.9,13/01/2014,19
8.2,73,3.73,0.0,0.0,,3.6,13/01/2014,20
8.3,71,3.95,0.0,0.0,,3.3,13/01/2014,21
8.5,69,4.81,0.0,0.0,,3.1,13/01/2014,22
8.6,68,4.65,0.0,0.0,,3.0,13/01/2014,23
8.7,67,4.72,0.0,0.0,,2.9,14/01/2014,0
8.7,66,4.88,0.0,0.0,,2.8,14/01/2014,1
8.7,66,5.06,0.0,0.0,,2.8,14/01/2014,2
8.5,77,4.88,0.5,0.0,,4.7,14/01/2014,3
7.6,88,4.43,0.7,0.0,,5.8,14/01/2014,4
7.4,91,3.98,0.5,0.0,,6.1,14/01/2014,5
7.2,93,2.93,0.4,0.0,,6.1,14/01/2014,6
7.1,94,3.5,0.4,0.0,,6.2,14/01/2014,7
7.0,94,3.31,1.0,0.0,,6.2,14/01/2014,8
6.9,95,2.21,0.7,0.0,,6.2,14/01/2014,9
7.2,95,2.46,1.0,0.0,,6.5,14/01/2014,10
7.4,96,1.77,0.4,0.0,,6.8,14/01/2014,11
8.3,95,1.84,0.2,0.0,,7.5,14/01/2014,12
9.0,90,1.68,0.1,0.0,,7.5,14/01/2014,13
8.4,94,2.21,0.7,0.0,,7.6,14/01/2014,14
7.8,95,2.33,1.1,0.0,,7.1,14/01/2014,15
8.1,94,1.53,0.4,0.0,,7.3,14/01/2014,16
7.8,95,1.39,0.2,0.0,,7.0,14/01/2014,17
7.2,96,2.12,0.0,0.0,,6.5,14/01/2014,18
6.1,96,2.55,0.0,0.0,,5.5,14/01/2014,19
5.3,97,2.12,0.0,0.0,,4.8,14/01/2014,20
4.2,98,2.61,0.0,0.0,,3.8,14/01/2014,21
2.9,99,2.06,0.0,0.0,,2.8,14/01/2014,22
2.1,99,2.25,0.0,0.0,,1.9,14/01/2014,23
1.5,98,1.96,0.0,0.0,,1.2,15/01/2014,0
0.7,98,1.57,0.0,0.0,,0.5,15/01/2014,1
0.5,99,1.44,0.0,0.0,,0.4,15/01/2014,2
0.8,100,1.43,0.0,0.0,,0.7,15/01/2014,3
1.2,100,1.55,0.0,0.0,,1.2,15/01/2014,4
1.3,99,1.62,0.0,0.0,,1.2,15/01/2014,5
1.4,99,1.46,0.0,0.0,,1.3,15/01/2014,6
1.7,99,1.43,0.0,0.0,,1.6,15/01/2014,7
1.9,99,1.71,0.0,0.0,,1.8,15/01/2014,8
2.1,99,1.63,0.0,0.0,,2.0,15/01/2014,9
2.9,99,1.61,0.0,0.0,,2.7,15/01/2014,10
3.7,99,2.12,0.0,0.0,,3.5,15/01/2014,11
4.5,98,2.09,0.0,0.0,,4.1,15/01/2014,12
4.9,96,1.78,0.0,0.0,,4.3,15/01/2014,13
5.8,90,1.46,0.0,0.0,,4.3,15/01/2014,14
8.3,80,0.92,0.0,0.0,,5.0,15/01/2014,15
8.5,77,0.81,0.0,0.0,,4.6,15/01/2014,16
8.0,78,1.43,0.0,0.0,,4.5,15/01/2014,17
7.1,82,2.1,0.0,0.0,,4.2,15/01/2014,18
6.4,84,2.41,0.1,0.0,,4.0,15/01/2014,19
5.8,85,3.4,0.2,0.0,,3.5,15/01/2014,20
4.5,84,3.76,0.4,0.0,,2.1,15/01/2014,21
3.2,82,4.06,0.4,0.0,,0.5,15/01/2014,22
2.3,83,3.4,0.2,0.0,,-0.3,15/01/2014,23
1.9,84,3.18,0.0,0.0,,-0.6,16/01/2014,0
1.8,83,3.4,0.0,0.0,,-0.7,16/01/2014,1
1.6,83,3.28,0.0,0.07,,-1.0,16/01/2014,2
1.5,82,3.14,0.1,0.07,,-1.2,16/01/2014,3
1.2,79,2.92,0.1,0.07,,-2.0,16/01/2014,4
1.0,75,2.73,0.0,0.07,,-3.0,16/01/2014,5
0.8,71,2.04,0.0,0.0,,-3.9,16/01/2014,6
0.7,67,2.33,0.0,0.0,,-4.7,16/01/2014,7
0.6,64,2.44,0.0,0.0,,-5.5,16/01/2014,8
0.5,64,2.06,0.0,0.0,,-5.6,16/01/2014,9
1.0,56,2.13,0.0,0.0,,-6.8,16/01/2014,10
1.6,52,2.28,0.0,0.0,,-7.2,16/01/2014,11
2.5,47,2.08,0.0,0.0,,-7.6,16/01/2014,12
3.3,44,1.84,0.0,0.0,,-7.9,16/01/2014,13
4.1,41,2.25,0.0,0.0,,-8.0,16/01/2014,14
4.0,42,2.82,0.0,0.0,,-7.9,16/01/2014,15
4.1,39,2.86,0.0,0.0,,-8.5,16/01/2014,16
3.7,39,2.33,0.0,0.0,,-9.2,16/01/2014,17
2.9,43,1.22,0.0,0.0,,-8.4,16/01/2014,18
2.1,46,1.08,0.0,0.0,,-8.3,16/01/2014,19
-0.6,65,1.68,0.0,0.0,,-6.4,16/01/2014,20
-1.9,71,1.7,0.0,0.0,,-6.5,16/01/2014,21
-2.4,72,1.92,0.0,0.0,,-6.8,16/01/2014,22
-2.6,75,2.14,0.0,0.0,,-6.5,16/01/2014,23
-2.7,78,2.43,0.0,0.0,,-6.0,17/01/2014,0
-2.7,80,2.61,0.0,0.0,,-5.6,17/01/2014,1
-2.6,81,2.7,0.0,0.0,,-5.4,17/01/2014,2
-2.6,80,3.0,0.0,0.0,,-5.5,17/01/2014,3
-2.1,78,3.01,0.0,0.0,,-5.5,17/01/2014,4
-1.9,76,3.01,0.0,0.0,,-5.5,17/01/2014,5
-1.6,74,2.68,0.0,0.0,,-5.6,17/01/2014,6
-1.7,75,2.33,0.0,0.0,,-5.5,17/01/2014,7
-2.0,77,2.2,0.0,0.0,,-5.5,17/01/2014,8
-2.1,80,1.33,0.0,0.0,,-5.1,17/01/2014,9
1.0,69,1.39,0.0,0.0,,-4.1,17/01/2014,10
3.0,61,1.65,0.0,0.0,,-3.7,17/01/2014,11
4.7,57,1.71,0.0,0.0,,-3.0,17/01/2014,12
6.1,54,1.36,0.0,0.0,,-2.4,17/01/2014,13
7.1,53,1.49,0.0,0.0,,-1.9,17/01/2014,14
7.8,51,2.51,0.0,0.0,,-1.6,17/01/2014,15
8.0,51,2.75,0.0,0.0,,-1.4,17/01/2014,16
7.3,55,2.27,0.0,0.0,,-1.1,17/01/2014,17
5.3,65,2.0,0.0,0.0,,-0.8,17/01/2014,18
3.8,72,2.71,0.0,0.0,,-0.8,17/01/2014,19
2.9,78,2.7,0.0,0.0,,-0.5,17/01/2014,20
2.2,84,2.71,0.0,0.0,,-0.3,17/01/2014,21
1.4,88,2.7,0.0,0.0,,-0.4,17/01/2014,22
0.8,91,2.5,0.0,0.0,,-0.6,17/01/2014,23
0.6,92,2.51,0.0,0.0,,-0.6,18/01/2014,0
0.4,92,1.73,0.0,0.0,,-0.8,18/01/2014,1
0.7,91,1.25,0.0,0.0,,-0.6,18/01/2014,2
0.6,88,4.29,0.0,0.0,,-1.2,18/01/2014,3
0.5,83,6.0,0.0,0.0,,-2.0,18/01/2014,4
0.1,78,6.22,0.0,0.0,,-3.3,18/01/2014,5
-0.1,73,4.83,0.0,0.0,,-4.4,18/01/2014,6
-0.3,67,4.6,0.0,0.0,,-5.7,18/01/2014,7
-0.6,59,5.0,0.0,0.0,,-7.7,18/01/2014,8
-1.0,49,5.42,0.0,0.0,,-10.4,18/01/2014,9
-1.3,40,5.84,0.0,0.0,,-13.0,18/01/2014,10
